movie_modified,genres,gross,budget,net_profit,title_year,imdb_score,image_url,dominant_colors_array,dominant_color
Fair Game,Biography|Drama|Thriller,,22000000,-22000000,2010,6.8,https://m.media-amazon.com/images/M/MV5BMjIyOTg1NzU0Ml5BMl5BanBnXkFtZTcwMjA2OTY5Mw@@._V1_.jpg,"[['#c4bdb7', 0.2129901224845903], ['#70625b', 0.3103407983593183], ['#141211', 0.47666907915609136]]",#141211
Arachnophobia,Comedy|Fantasy|Horror,,22000000,-22000000,1990,6.4,https://m.media-amazon.com/images/M/MV5BMjExNTcyMjI2Ml5BMl5BanBnXkFtZTgwMDgwNTg4NjE@._V1_.jpg,"[['#090b15', 0.46783201581027667], ['#b287ad', 0.12067061923583662], ['#354090', 0.41149736495388667]]",#090b15
Blood and Wine,Crime|Drama|Thriller,,22000000,-22000000,1996,6,https://m.media-amazon.com/images/M/MV5BYmJlOTYzOTQtYjM3Yi00NDY3LWEzNDAtNzIxYmFjN2Q2MWNkXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_.jpg,"[['#1e1414', 0.6309250103007829], ['#c4bfb8', 0.18877935723114958], ['#9d3d3c', 0.18029563246806757]]",#1e1414
Jay and Silent Bob Strike Back,Comedy,,22000000,-22000000,2001,6.9,https://m.media-amazon.com/images/M/MV5BY2EyYWEwZmQtZWU0Yy00M2Y3LThiZTktOTQxZDUxY2ZjOTYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#aa8566', 0.2877697116354104], ['#e4e3e9', 0.44059286146400484], ['#392729', 0.2716374269005848]]",#e4e3e9
Shadowlands,Biography|Drama|Romance,,22000000,-22000000,1993,7.3,https://m.media-amazon.com/images/M/MV5BMTE2MGEzMDctZTZlMi00MjY1LWI5NmQtYmJlZGJiYjkwNWQ5XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_.jpg,"[['#e7b269', 0.36641518597290373], ['#33201b', 0.3271460988394487], ['#c38049', 0.3064387151876476]]",#e7b269
Deuce Bigalow: European Gigolo,Comedy,,22000000,-22000000,2005,4.7,https://m.media-amazon.com/images/M/MV5BZTAwYTFhNzgtN2E0ZC00NGZkLWIxY2UtZWRlYzJiMmZlODRjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#858ea4', 0.3652880437321871], ['#352a1c', 0.33150025697332147], ['#c4d4e8', 0.30321169929449143]]",#858ea4
Mad Money,Comedy|Crime|Thriller,,22000000,-22000000,2008,5.8,https://m.media-amazon.com/images/M/MV5BMTgyMTY2NTIxM15BMl5BanBnXkFtZTcwNTg3NzczMw@@._V1_.jpg,"[['#a3a390', 0.1907555613928055], ['#232827', 0.2726826588485177], ['#f8f9f6', 0.5365617797586768]]",#f8f9f6
Saving Silverman,Comedy|Crime|Romance,,22000000,-22000000,2001,5.9,https://m.media-amazon.com/images/M/MV5BYzhlY2MwZTUtOGMxNS00ZDA2LTliN2UtZDdmNmUyNWM2YzE0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#eef1f6', 0.45545703988860675], ['#eb9983', 0.3734724383651405], ['#a32b33', 0.17107052174625276]]",#eef1f6
Summer of Sam,Crime|Drama|Romance,,22000000,-22000000,1999,6.6,https://m.media-amazon.com/images/M/MV5BNjdjMDQ4ZjctYmQzNS00NjYwLWFhNTQtMGM0YmJjMmE5YmE3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#cbc8b5', 0.4947772115460287], ['#5b312a', 0.257052128052061], ['#848070', 0.24817066040191027]]",#cbc8b5
I Heart Huckabees,Comedy,,22000000,-22000000,2004,6.7,https://m.media-amazon.com/images/M/MV5BZTk5YmEwOTMtZjIzOC00MjFhLWFhN2ItNDgzZDhhYjVjOWRjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg,"[['#cea157', 0.44978659726740405], ['#d3dfe1', 0.3193461288223813], ['#463b36', 0.2308672739102147]]",#cea157
Out of the Furnace,Action|Crime|Drama,,22000000,-22000000,2013,6.8,https://m.media-amazon.com/images/M/MV5BMTc2MTQ4MDU4NV5BMl5BanBnXkFtZTgwOTU1ODgzMDE@._V1_.jpg,"[['#070402', 0.7060887953814339], ['#533823', 0.23172751034007352], ['#d4c59f', 0.06218369427849265]]",#070402
RoboCop 3,Action|Crime|Sci-Fi,,22000000,-22000000,1993,4,https://m.media-amazon.com/images/M/MV5BMTk4NTU5ODYyNl5BMl5BanBnXkFtZTcwMjkzODM1NA@@._V1_.jpg,"[['#5b6b83', 0.27248361010540556], ['#d0e2df', 0.29684127243487757], ['#16161d', 0.4306751174597168]]",#16161d
Megiddo: The Omega Code 2,Action|Adventure|Fantasy,,22000000,-22000000,2001,4.1,https://m.media-amazon.com/images/M/MV5BMTU1OTExNzU5MF5BMl5BanBnXkFtZTcwMTY2NjkxMQ@@._V1_.jpg,"[['#d36742', 0.4104561403508772], ['#e9d19e', 0.28606060606060607], ['#562d28', 0.30348325358851674]]",#d36742
Before I Go to Sleep,Drama|Horror|Mystery,,22000000,-22000000,2014,6.3,https://m.media-amazon.com/images/M/MV5BNjI0NTAwMTU1NV5BMl5BanBnXkFtZTgwNzkwNjQ0MjE@._V1_.jpg,"[['#161111', 0.4557531007087334], ['#d0bfb3', 0.33995109596479195], ['#7e5f59', 0.20429580332647462]]",#161111
Stone,Drama|Thriller,,22000000,-22000000,2010,5.4,https://m.media-amazon.com/images/M/MV5BMTgxOTk4MDIyOF5BMl5BanBnXkFtZTcwMzI3Nzc3Mw@@._V1_.jpg,"[['#23211b', 0.20626667646526772], ['#e9e9e9', 0.46731872116950074], ['#72706d', 0.32641460236523157]]",#e9e9e9
Lakeview Terrace,Crime|Drama|Thriller,,22000000,-22000000,2008,6.1,https://m.media-amazon.com/images/M/MV5BMTI0MzI0NDI4Ml5BMl5BanBnXkFtZTcwOTk4ODk3MQ@@._V1_.jpg,"[['#947561', 0.3156715255368866], ['#161113', 0.5900656503838878], ['#eae3df', 0.09426282407922555]]",#161113
12 Rounds,Action|Crime|Thriller,,22000000,-22000000,2009,5.6,https://m.media-amazon.com/images/M/MV5BMTU1MzM1ODkxM15BMl5BanBnXkFtZTcwNDY1MTA0Mg@@._V1_.jpg,"[['#bb3e25', 0.28372861356932155], ['#1f0605', 0.700330383480826], ['#e6dfdf', 0.01594100294985251]]",#1f0605
People I Know,Crime|Drama,,22000000,-22000000,2002,5.5,https://m.media-amazon.com/images/M/MV5BZjMzNjg4N2EtYmUwNi00NzMxLTkzZTQtNGZmMWYzMGY2NzE4XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_.jpg,"[['#efd8bd', 0.133019088430074], ['#2b2322', 0.713759252045189], ['#ab5e49', 0.15322165952473704]]",#2b2322
Tootsie,Comedy|Drama|Romance,,22000000,-22000000,1982,7.4,https://m.media-amazon.com/images/M/MV5BMTY4MGJjMTktNGM4Ni00ODliLWJlYjQtNjc4NmY2NjQ3NzEzXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_.jpg,"[['#edebec', 0.5337723438315383], ['#ab2b21', 0.28765819069676857], ['#1d121c', 0.1785694654716931]]",#edebec
You Will Meet a Tall Dark Stranger,Comedy|Drama|Romance,,22000000,-22000000,2010,6.3,https://m.media-amazon.com/images/M/MV5BMTkzOTI3MTE0OF5BMl5BanBnXkFtZTcwOTg3NDI3Mw@@._V1_.jpg,"[['#070506', 0.5229952169677137], ['#f1efc5', 0.3193887630990247], ['#112b56', 0.1576160199332616]]",#070506
Get Over It,Comedy|Romance,,22000000,-22000000,2001,5.8,https://m.media-amazon.com/images/M/MV5BM2M4OTBmNjQtNjMyNi00YTBjLWJkYjAtNGQ3YzVkNjFmNDZiXkEyXkFqcGdeQXVyMjA5MTIzMjQ@._V1_.jpg,"[['#e2dad3', 0.4644261565836299], ['#3c312e', 0.1602802491103203], ['#8c8281', 0.3752935943060498]]",#e2dad3
Bobby Z,Action|Crime|Thriller,,22000000,-22000000,2007,5.9,https://m.media-amazon.com/images/M/MV5BMjMxZDJlZTgtMmRkMC00OThiLTgyYWYtYTBkZjk2OWY0M2ZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#20100d', 0.46505425347222223], ['#e6d6c7', 0.2377293113425926], ['#9f7458', 0.2972164351851852]]",#20100d
Fled,Action|Adventure|Crime,2800000,25000000,-22200000,1996,5.3,https://m.media-amazon.com/images/M/MV5BMjA3N2Q4MmUtMzA5MC00ZWY1LWIxNDItYWZkOWFmZGNkNWU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#ddd2bc', 0.15157298178652667], ['#3f2f31', 0.5546641038893234], ['#856a65', 0.2937629143241499]]",#3f2f31
Baby's Day Out,Adventure|Comedy|Crime,27371505,50000000,-22628495,1994,6.1,https://m.media-amazon.com/images/M/MV5BMzI3NmQ1ZDUtZWQ1My00NzlkLWE5OGQtZjZkYWJmYzYwY2QxXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_.jpg,"[['#171a32', 0.4423173580924712], ['#c6c6cf', 0.2159143003904977], ['#765a65', 0.3417683415170311]]",#171a32
Spaceballs,Adventure|Comedy|Sci-Fi,,22700000,-22700000,1987,7.1,https://m.media-amazon.com/images/M/MV5BMjVjOGQ0OTctNDhkZC00ZGNiLWI2ZGEtYjZlMWZjOTlkNDlhXkEyXkFqcGdeQXVyNjg1MjEwOTM@._V1_.jpg,"[['#020107', 0.8119741030092592], ['#f6eef7', 0.11288556134259259], ['#302b63', 0.07514033564814815]]",#020107
Whiteout,Action|Crime|Horror,12201122,35000000,-22798878,2009,5.5,https://m.media-amazon.com/images/M/MV5BNTEyMDgwNzU1NF5BMl5BanBnXkFtZTcwMDkxMzI4Mg@@._V1_.jpg,"[['#f0f5f7', 0.6698698224852071], ['#98afbe', 0.2173491124260355], ['#364b5a', 0.11278106508875739]]",#f0f5f7
Black Water Transit,Crime|Drama,,23000000,-23000000,2009,6.9,https://m.media-amazon.com/images/M/MV5BZWFhZWEwYjktYzQzMi00ZTlhLTg2NzUtOTJiNDRkZTdmOTZjXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_.jpg,"[['#cec9c5', 0.03016628873771731], ['#1c1812', 0.8940060468631897], ['#6e706a', 0.07582766439909297]]",#1c1812
Chasing Liberty,Comedy|Romance,,23000000,-23000000,2004,6.1,https://m.media-amazon.com/images/M/MV5BMTU2MTg5NDg4N15BMl5BanBnXkFtZTYwMjQ1NDI3._V1_.jpg,"[['#dadfe6', 0.37301445602718425], ['#232f28', 0.4191038415020446], ['#8e8a87', 0.20788170247077117]]",#232f28
The Statement,Drama|Thriller,,23000000,-23000000,2003,6.2,https://m.media-amazon.com/images/M/MV5BMTI5MDIzNDAzN15BMl5BanBnXkFtZTcwMTM0NjQyMQ@@._V1_.jpg,"[['#e2dfde', 0.6148402893185165], ['#978589', 0.23329114597810593], ['#3c272c', 0.15186856470337756]]",#e2dfde
The Last Emperor,Biography|Drama|History,,23000000,-23000000,1987,7.8,https://m.media-amazon.com/images/M/MV5BZTk0NDU4YmItOTk0ZS00ODc2LTkwNGItNWI5MDJkNTJiYWMxXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_.jpg,"[['#f8f8f2', 0.3357086092715232], ['#664742', 0.196723178807947], ['#e0c385', 0.4675682119205298]]",#e0c385
The Naked Gun 2½: The Smell of Fear,Comedy|Crime,,23000000,-23000000,1991,6.9,https://m.media-amazon.com/images/M/MV5BYmU2NGU5MTUtYWRlNy00NzJiLWIxMTMtMDIxNDYxNjRlODg5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#f5f6f8', 0.32431911809581937], ['#839ce1', 0.48113556606652425], ['#594344', 0.19454531583765639]]",#839ce1
Someone Like You...,Comedy|Romance,,23000000,-23000000,2001,6.1,https://m.media-amazon.com/images/M/MV5BNWIwMGYzOGYtMDY2Yy00NDk5LWI5MTItMDI2YzExMzI4ZDQ0XkEyXkFqcGdeQXVyNTE0MDY4Mjk@._V1_.jpg,"[['#f2eaed', 0.44675974077926234], ['#bb8993', 0.40146011680934474], ['#3f2f39', 0.1517801424113929]]",#f2eaed
Anywhere But Here,Comedy|Drama,,23000000,-23000000,1999,6.2,https://m.media-amazon.com/images/M/MV5BMmRhMGY4Y2QtYTdkOS00MzM2LWE1N2YtZjA5MDQzZmI2MWNjXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_.jpg,"[['#ad7657', 0.4055063774996982], ['#442d2e', 0.4320243029010582], ['#e3c19a', 0.16246931959924354]]",#442d2e
Marvin's Room,Drama,,23000000,-23000000,1996,6.7,https://m.media-amazon.com/images/M/MV5BOTk0ZDk3YWItZDZlOC00Y2FiLTgxNzYtODZmYzdkYWVmNmRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#1a1716', 0.7178134089106293], ['#fae7a9', 0.17210098823373876], ['#b97f37', 0.11008560285563194]]",#1a1716
Chasing Liberty,Comedy|Romance,,23000000,-23000000,2004,6.1,https://m.media-amazon.com/images/M/MV5BMTU2MTg5NDg4N15BMl5BanBnXkFtZTYwMjQ1NDI3._V1_.jpg,"[['#dadfe6', 0.37301445602718425], ['#232f28', 0.4191038415020446], ['#8e8a87', 0.20788170247077117]]",#232f28
The Longshots,Biography|Comedy|Drama,,23000000,-23000000,2008,5.3,https://m.media-amazon.com/images/M/MV5BMjA5NDMwODQ3MF5BMl5BanBnXkFtZTcwNTA1NDc4MQ@@._V1_.jpg,"[['#fcf9f8', 0.4836907756813417], ['#de4630', 0.3188522012578616], ['#391d1c', 0.19745702306079665]]",#fcf9f8
The End of the Affair,Drama|Romance,,23000000,-23000000,1999,7.1,https://m.media-amazon.com/images/M/MV5BYzhkNDRkMDctYTcxMy00MTI3LWI5ODQtZWNkYWQ2ZjA2ZDk2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#1c153c', 0.13195054945054946], ['#acc3f1', 0.30224275724275723], ['#6e81c6', 0.5658066933066933]]",#6e81c6
Harley Davidson and the Marlboro Man,Action|Crime|Drama,,23000000,-23000000,1991,6.1,https://m.media-amazon.com/images/M/MV5BZmRiNGVjMGYtZDMzOC00ZmU2LTk0YWItZDczMGE3YzZjYTQwXkEyXkFqcGdeQXVyMjY3MjUzNDk@._V1_.jpg,"[['#a06e61', 0.1144027027027027], ['#1f1b17', 0.7959378378378379], ['#eeecea', 0.08965945945945945]]",#1f1b17
Chéri,Comedy|Drama|Romance,,23000000,-23000000,2009,6.2,https://m.media-amazon.com/images/M/MV5BOTY4MzU1MzI1NV5BMl5BanBnXkFtZTcwOTY5Njc1Mg@@._V1_.jpg,"[['#f7f7f5', 0.7541690566824842], ['#d6c2b2', 0.1931871512749648], ['#915c43', 0.05264379204255097]]",#f7f7f5
Bodyguards and Assassins,Action|Drama|History,,23000000,-23000000,2009,6.8,https://m.media-amazon.com/images/M/MV5BZDk2YjYyYTktMzk5OS00NTEwLWE3OTYtNmM4ZjhmZTFjZTk2XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_.jpg,"[['#d8cac8', 0.0679464479098982], ['#1a1715', 0.5302599090318388], ['#8a5247', 0.40179364305826293]]",#1a1715
Take Me Home Tonight,Comedy|Drama|Romance,,23000000,-23000000,2011,6.3,https://m.media-amazon.com/images/M/MV5BNjc2OTg5NTM1NV5BMl5BanBnXkFtZTcwODM3MTMyNA@@._V1_.jpg,"[['#3a6d99', 0.19527518995705317], ['#351d1c', 0.4742775024777007], ['#ca9f87', 0.3304473075652461]]",#351d1c
Recess: School's Out,Animation|Comedy|Family,,23000000,-23000000,2001,6.6,https://m.media-amazon.com/images/M/MV5BN2M5NDQ2YjktNmI0Zi00ODBmLWIyZGQtYTk3Y2EyYTM0ZTUzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#141010', 0.49399526678141137], ['#eae4dd', 0.22837994836488812], ['#903e43', 0.2776247848537005]]",#141010
Blood Ties,Action|Crime|Drama,2415472,25500000,-23084528,2013,6.5,https://m.media-amazon.com/images/M/MV5BMTM5NDc5NTc5MF5BMl5BanBnXkFtZTgwNDA2MjMwMTE@._V1_.jpg,"[['#717767', 0.29285056310441915], ['#1d2321', 0.44387776961684416], ['#d8d7be', 0.2632716672787367]]",#1d2321
Life or Something Like It,Comedy|Romance,16873000,40000000,-23127000,2002,5.8,https://m.media-amazon.com/images/M/MV5BMTI3NjY5NTU3NV5BMl5BanBnXkFtZTYwMTcwNDU3._V1_.jpg,"[['#f4f0e8', 0.5205895935960592], ['#d1ae85', 0.33294265002239143], ['#303545', 0.1464677563815495]]",#f4f0e8
Original Sin,Drama|Mystery|Romance,18868099,42000000,-23131901,2001,6,https://m.media-amazon.com/images/M/MV5BODg3Mjg0MDY4M15BMl5BanBnXkFtZTcwNjY5MDQ2NA@@._V1_.jpg,"[['#deae80', 0.32107280352479484], ['#1c0f0c', 0.38358659912912113], ['#a0663f', 0.29534059734608403]]",#1c0f0c
Antitrust,Action|Crime|Drama,6867516,30000000,-23132484,2001,6.1,https://m.media-amazon.com/images/M/MV5BM2VjZjdiYzYtOGU1Yy00NWZmLWEyOTUtM2QzMDlkYmRlYmM2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#12090c', 0.3407175164473684], ['#bab09d', 0.23722245065789474], ['#d55c2c', 0.42206003289473687]]",#d55c2c
47 Ronin,Action|Adventure|Drama,151783839,175000000,-23216161,2013,6.3,https://m.media-amazon.com/images/M/MV5BMTc0MjE2NzE0OV5BMl5BanBnXkFtZTgwNTU5MjE1MDE@._V1_.jpg,"[['#885027', 0.21068939421403712], ['#cbb795', 0.08002185747776489], ['#1a1511', 0.709288748308198]]",#1a1511
The Flintstones in Viva Rock Vegas,Comedy|Family|Romance,59468275,83000000,-23531725,2000,3.6,https://m.media-amazon.com/images/M/MV5BNTUzYzQzMGQtNTYyNS00NmUzLThmZmUtMmIyNjQzNDU4YWYwXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_.jpg,"[['#ded4c7', 0.25343113749173807], ['#241c3e', 0.4657352807765581], ['#b36749', 0.28083358173170386]]",#241c3e
The Fisher King,Comedy|Drama|Fantasy,,24000000,-24000000,1991,7.6,https://m.media-amazon.com/images/M/MV5BOGZmMDM1NTQtMzc0Yi00ODRiLWJjYjQtMGRmYWRlOTY2ODMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#d3c0a4', 0.120872], ['#080704', 0.7053693333333333], ['#865624', 0.17375866666666667]]",#080704
Return to Me,Comedy|Drama|Romance,,24000000,-24000000,2000,6.9,https://m.media-amazon.com/images/M/MV5BMjIwNDEzODU3Nl5BMl5BanBnXkFtZTcwMjI0NzU2NA@@._V1_.jpg,"[['#3e2928', 0.3131953342907841], ['#faf4ef', 0.4401779597125354], ['#cb896a', 0.24662670599668046]]",#faf4ef
Double Take,Action|Comedy|Crime,,24000000,-24000000,2001,5.4,https://m.media-amazon.com/images/M/MV5BYTkwMTZmNmEtYzc0NS00MWVjLThjOGYtZmFlZDE4MzY3YzRkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,"[['#e5e0d9', 0.24967328519855594], ['#2c2326', 0.48210559566787003], ['#775d57', 0.268221119133574]]",#2c2326
Faster,Action|Crime|Drama,,24000000,-24000000,2010,6.5,https://m.media-amazon.com/images/M/MV5BMTMyOTQ5MTAxOF5BMl5BanBnXkFtZTcwOTYzMDg5Mw@@._V1_.jpg,"[['#181e1e', 0.6890266738648697], ['#b5baa8', 0.10385198082489146], ['#5c6359', 0.2071213453102388]]",#181e1e
The Wiz,Adventure|Family|Fantasy,,24000000,-24000000,1978,5.4,https://m.media-amazon.com/images/M/MV5BMzU0YzkzYjItOThjNi00NTU4LWIxZDEtN2U4NmFkMGFiOWI3XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_.jpg,"[['#e9c916', 0.19278517592845706], ['#3d3755', 0.6233842308743703], ['#e9e6ec', 0.18383059319717265]]",#3d3755
Ready to Rumble,Comedy|Sport,,24000000,-24000000,2000,5.4,https://m.media-amazon.com/images/M/MV5BMTYwMjYyOTA4OV5BMl5BanBnXkFtZTYwMDAyNjE3._V1_.jpg,"[['#dcb279', 0.40598549916341325], ['#291e1f', 0.23376240936977133], ['#936355', 0.3602520914668154]]",#dcb279
I Don't Know How She Does It,Comedy|Romance,,24000000,-24000000,2011,4.9,https://m.media-amazon.com/images/M/MV5BMzUyNDY1Mzk0NV5BMl5BanBnXkFtZTcwNDQwODg2Ng@@._V1_.jpg,"[['#7b823a', 0.606029107498191], ['#17110d', 0.26602919229377714], ['#f2f2e5', 0.12794170020803183]]",#7b823a
Play It to the Bone,Comedy|Drama|Sport,,24000000,-24000000,1999,5.4,https://m.media-amazon.com/images/M/MV5BMTM2NjY1MTA2Nl5BMl5BanBnXkFtZTYwMzY2Mzc3._V1_.jpg,"[['#191d1c', 0.3807816411682893], ['#5d4d53', 0.4877774687065369], ['#bbc5c7', 0.13144089012517385]]",#5d4d53
Meet the Deedles,Comedy|Family,,24000000,-24000000,1998,4,https://m.media-amazon.com/images/M/MV5BNDE3NWFiYjQtNWYxYi00MTZlLWJiN2QtMDI1M2U1M2ZjZjZjXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_.jpg,"[['#2e4f8f', 0.3338301886792453], ['#c66c51', 0.2638948787061995], ['#d7e1df', 0.40227493261455527]]",#d7e1df
The Bridge of San Luis Rey,Drama|Romance,,24000000,-24000000,2004,5.1,https://m.media-amazon.com/images/M/MV5BMjA0NDEwMTA2Nl5BMl5BanBnXkFtZTcwNjEyMTAzMQ@@._V1_.jpg,"[['#6d421b', 0.2275], ['#040302', 0.6652870370370371], ['#cca460', 0.10721296296296297]]",#040302
The Yards,Crime|Drama|Romance,,24000000,-24000000,2000,6.4,https://m.media-amazon.com/images/M/MV5BODM1OTc4NTk5N15BMl5BanBnXkFtZTYwMTY2MDI5._V1_.jpg,"[['#f1e5d2', 0.20226817042606515], ['#0d0b0a', 0.6495802005012531], ['#94765c', 0.1481516290726817]]",#0d0b0a
Out Cold,Comedy|Sport,,24000000,-24000000,2001,6.3,https://m.media-amazon.com/images/M/MV5BMjA4NTczOTE2OF5BMl5BanBnXkFtZTcwNzcyNTQyMQ@@._V1_.jpg,"[['#f5f5f8', 0.4253712831928764], ['#473d52', 0.3195802194307521], ['#acb4c7', 0.2550484973763714]]",#f5f5f8
The Ladies Man,Comedy,,24000000,-24000000,2000,5.2,https://m.media-amazon.com/images/M/MV5BYTBjNzU5YmQtN2JhNi00ODA4LTg5MDctMmVhYTQwOTE5OTA2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#57363a', 0.3040469348659004], ['#ede7e6', 0.42280691251596425], ['#ac9eaa', 0.27314615261813535]]",#ede7e6
Flags of our Fathers,Drama|History|War,65900249,90000000,-24099751,2006,7.1,https://m.media-amazon.com/images/M/MV5BMTU2MjYxMjMyMF5BMl5BanBnXkFtZTYwMzAwMDc3._V1_.jpg,"[['#030a11', 0.7451418084751418], ['#3a5d69', 0.1572972972972973], ['#bed2d9', 0.0975608942275609]]",#030a11
Suspect Zero,Crime|Horror|Mystery,2650407,27000000,-24349593,2004,5.9,https://m.media-amazon.com/images/M/MV5BZTA1Zjc4MGQtYWZhOS00MTg4LWE1ZWItZTE5OWUxZDMwMGY1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#090710', 0.6353341523341524], ['#a8989f', 0.11903439803439804], ['#5a3e46', 0.24563144963144964]]",#090710
Quest for Camelot,Adventure|Animation|Comedy,15400000,40000000,-24600000,1998,6.3,https://m.media-amazon.com/images/M/MV5BNmE2ZjIxOTMtMDY2Ny00MjlhLTlkZGQtMjk3YTEwOTVjMjM4XkEyXkFqcGdeQXVyNjI1Mjk4MTg@._V1_.jpg,"[['#372c33', 0.37446994198880845], ['#e0d5c8', 0.3381077057343806], ['#998475', 0.2874223522768109]]",#372c33
Alfie,Comedy|Drama|Romance,35150546,60000000,-24849454,2004,6.2,https://m.media-amazon.com/images/M/MV5BNTBjOWQwZDEtZWRlYi00YzY0LTg3NDQtYzRiYjk2YjMyMzEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#110b08', 0.3531734664351852], ['#775f49', 0.3893098958333333], ['#d8beaa', 0.2575166377314815]]",#775f49
Punisher: War Zone,Action|Crime|Drama,10100036,35000000,-24899964,2008,6,https://m.media-amazon.com/images/M/MV5BNDc1ODUyMzUtNDBkZS00YThiLWEzMjEtMGRlOTIzZWU2ZDdmXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg,"[['#6b696a', 0.17487812911725956], ['#e5e7e6', 0.17910474308300395], ['#0a0b0c', 0.6460171277997365]]",#0a0b0c
Eastern Promises,Action|Crime|Drama,,25000000,-25000000,2007,7.6,https://m.media-amazon.com/images/M/MV5BMTcwMzU0OTY3NF5BMl5BanBnXkFtZTYwNzkwNjg2._V1_.jpg,"[['#080806', 0.7082492087289689], ['#d9c1ab', 0.09704147926036981], ['#79443e', 0.19470931201066133]]",#080806
The Hunting Party,Adventure|Comedy|Drama,,25000000,-25000000,2007,6.8,https://m.media-amazon.com/images/M/MV5BNTQ0OTA5NzgxMV5BMl5BanBnXkFtZTcwODc4OTM1MQ@@._V1_.jpg,"[['#d64708', 0.7187897675626542], ['#0e0707', 0.2019192312686664], ['#eae2dd', 0.07929100116867939]]",#d64708
Nomad: The Warrior,Drama|History|War,,25000000,-25000000,2005,6,https://m.media-amazon.com/images/M/MV5BMTA5OTUwOTM3MzheQTJeQWpwZ15BbWU3MDk5NDU0NDE@._V1_.jpg,"[['#1b0d0b', 0.5995414993306559], ['#8b3030', 0.3026305220883534], ['#c2b3a3', 0.09782797858099063]]",#1b0d0b
A Monster in Paris,Adventure|Animation|Comedy,,25000000,-25000000,2011,6.7,https://m.media-amazon.com/images/M/MV5BMTgxNTg3MTE1NF5BMl5BanBnXkFtZTcwODI4NzgzNw@@._V1_.jpg,"[['#d9d4d4', 0.21580825318026683], ['#2a2630', 0.38222153273347814], ['#646c91', 0.40197021408625505]]",#646c91
The Age of Adaline,Drama|Fantasy|Romance,,25000000,-25000000,2015,7.2,https://m.media-amazon.com/images/M/MV5BMTAzMTQzMTA2MjheQTJeQWpwZ15BbWU4MDk2MTg2MzUx._V1_.jpg,"[['#7b605f', 0.3076985677083333], ['#361e27', 0.4730577497004056], ['#d4bcbc', 0.21924368259126106]]",#361e27
Little Shop of Horrors,Comedy|Horror|Musical,,25000000,-25000000,1986,7,https://m.media-amazon.com/images/M/MV5BYzUxZDI3MjktZmM4YS00MzdjLWE5MzctMmI4M2ViMDgxMmUzXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,"[['#38201f', 0.5418571565525836], ['#cab9ab', 0.19342191544434859], ['#103e9b', 0.2647209280030678]]",#38201f
Godsend,Action|Drama|Fantasy,,25000000,-25000000,2004,4.8,https://m.media-amazon.com/images/M/MV5BMTYzNzE3MTg5Ml5BMl5BanBnXkFtZTcwMTIxNDYwNQ@@._V1_.jpg,"[['#f5b798', 0.1894931654798621], ['#210b14', 0.5187311490838171], ['#a04747', 0.29177568543632076]]",#210b14
The Good Thief,Action|Crime|Drama,,25000000,-25000000,2002,6.6,https://m.media-amazon.com/images/M/MV5BMTY2NDUyNDM5NV5BMl5BanBnXkFtZTYwODEzNTk5._V1_.jpg,"[['#101014', 0.6590029673590504], ['#eef0f7', 0.21336498516320473], ['#506088', 0.12763204747774481]]",#101014
